Round,Gouping,SenderID,ReceiverID,Send Group, Receiver Group, Coin, Message, Challenge
0,Same,16,12,1,1,2,2,1
0,Same,16,13,1,1,2,2,1
0,Same,16,14,1,1,2,2,1
0,Same,17,18,1,1,4,4,0
0,Same,17,19,1,1,2,2,1
0,Same,17,11,1,1,2,2,1
0,Same,17,12,1,1,4,4,0
0,Same,17,13,1,1,4,2,1
0,Same,17,14,1,1,4,2,1
0,Same,18,20,1,1,4,2,1
0,Same,18,11,1,1,2,2,1
0,Same,18,12,1,1,4,4,0
0,Same,18,13,1,1,2,2,1
0,Same,18,14,1,1,4,2,1
0,Same,18,17,1,1,2,2,1
0,Same,19,20,1,1,4,2,1
0,Same,19,11,1,1,2,2,1
0,Same,19,12,1,1,2,2,1
0,Same,19,15,1,1,4,2,1
0,Same,19,16,1,1,2,2,1
0,Same,19,17,1,1,2,2,1
0,Same,20,11,1,1,2,2,1
0,Same,20,13,1,1,2,2,1
0,Same,20,15,1,1,2,2,1
0,Same,20,16,1,1,2,2,1
0,Same,20,18,1,1,2,2,1
0,Same,20,19,1,1,2,2,1
0,Same,21,25,2,2,2,2,1
0,Same,21,26,2,2,4,2,1
0,Same,21,27,2,2,4,2,1
0,Same,21,28,2,2,2,2,1
0,Same,21,29,2,2,2,2,1
0,Same,21,30,2,2,4,2,1
0,Same,22,24,2,2,2,2,1
0,Same,22,25,2,2,4,4,0
0,Same,22,26,2,2,4,4,0
0,Same,22,27,2,2,4,2,1
0,Same,22,28,2,2,2,2,1
0,Same,22,29,2,2,4,4,0
0,Same,23,24,2,2,4,4,0
0,Same,23,25,2,2,4,4,0
0,Same,23,26,2,2,4,4,0
0,Same,23,27,2,2,4,4,0
0,Same,23,28,2,2,4,2,1
0,Same,23,30,2,2,2,2,1
0,Same,24,25,2,2,2,2,1
0,Same,24,26,2,2,2,2,1
0,Same,24,27,2,2,2,2,1
0,Same,24,28,2,2,4,4,0
0,Same,24,22,2,2,4,4,0
0,Same,24,23,2,2,2,2,1
0,Same,25,29,2,2,2,2,1
0,Same,25,30,2,2,2,2,1
0,Same,25,21,2,2,4,2,1
0,Same,25,22,2,2,4,4,0
0,Same,25,23,2,2,2,2,1
0,Same,25,24,2,2,4,4,0
0,Same,26,29,2,2,2,2,1
0,Same,26,30,2,2,4,2,1
0,Same,26,21,2,2,4,2,1
0,Same,26,22,2,2,4,2,1
0,Same,26,23,2,2,4,2,1
0,Same,26,24,2,2,2,2,1
0,Same,27,28,2,2,4,2,1
0,Same,27,29,2,2,2,2,1
0,Same,27,21,2,2,2,2,1
0,Same,27,22,2,2,4,2,1
0,Same,27,23,2,2,4,4,0
0,Same,27,24,2,2,2,2,1
0,Same,28,30,2,2,4,2,1
0,Same,28,21,2,2,4,2,1
0,Same,28,22,2,2,2,2,1
0,Same,28,23,2,2,2,2,1
0,Same,28,24,2,2,4,4,0
0,Same,28,27,2,2,2,2,1
0,Same,29,30,2,2,4,2,1
0,Same,29,21,2,2,2,2,1
0,Same,29,22,2,2,4,2,1
0,Same,29,25,2,2,2,2,1
0,Same,29,26,2,2,4,4,0
0,Same,29,27,2,2,4,2,1
0,Same,30,21,2,2,4,4,0
0,Same,30,23,2,2,2,2,1
0,Same,30,25,2,2,2,2,1
0,Same,30,26,2,2,4,4,0
0,Same,30,28,2,2,4,2,1
0,Same,30,29,2,2,2,2,1
0,Same,31,35,2,2,2,2,1
0,Same,31,36,2,2,4,4,0
0,Same,31,37,2,2,2,2,1
0,Same,31,38,2,2,4,4,0
0,Same,31,39,2,2,4,4,0
0,Same,31,40,2,2,2,2,1
0,Same,32,34,2,2,4,2,1
0,Same,32,35,2,2,4,4,0
0,Same,32,36,2,2,2,2,1
0,Same,32,37,2,2,2,2,1
0,Same,32,38,2,2,2,2,1
0,Same,32,39,2,2,4,4,0
0,Same,33,34,2,2,4,2,1
0,Same,33,35,2,2,2,2,1
0,Same,33,36,2,2,4,2,1
0,Same,33,37,2,2,4,2,1
0,Same,33,38,2,2,4,4,0
0,Same,33,40,2,2,4,2,1
0,Same,34,35,2,2,2,2,1
0,Same,34,36,2,2,2,2,1
0,Same,34,37,2,2,2,2,1
0,Same,34,38,2,2,4,4,0
0,Same,34,32,2,2,2,2,1
0,Same,34,33,2,2,2,2,1
0,Same,35,39,2,2,4,4,0
0,Same,35,40,2,2,2,2,1
0,Same,35,31,2,2,2,2,1
0,Same,35,32,2,2,2,2,1
0,Same,35,33,2,2,4,2,1
0,Same,35,34,2,2,4,4,0
0,Same,36,39,2,2,2,2,1
0,Same,36,40,2,2,2,2,1
0,Same,36,31,2,2,2,2,1
0,Same,36,32,2,2,2,2,1
0,Same,36,33,2,2,2,2,1
0,Same,36,34,2,2,4,4,0
0,Same,37,38,2,2,4,2,1
0,Same,37,39,2,2,4,2,1
0,Same,37,31,2,2,4,4,0
0,Same,37,32,2,2,4,2,1
0,Same,37,33,2,2,2,2,1
0,Same,37,34,2,2,2,2,1
0,Same,38,40,2,2,4,4,0
0,Same,38,31,2,2,4,4,0
0,Same,38,32,2,2,4,2,1
0,Same,38,33,2,2,2,2,1
0,Same,38,34,2,2,2,2,1
0,Same,38,37,2,2,2,2,1
0,Same,39,40,2,2,2,2,1
0,Same,39,31,2,2,4,4,0
0,Same,39,32,2,2,2,2,1
0,Same,39,35,2,2,4,2,1
0,Same,39,36,2,2,2,2,1
0,Same,39,37,2,2,2,2,1
0,Same,40,31,2,2,4,4,0
0,Same,40,33,2,2,2,2,1
0,Same,40,35,2,2,2,2,1
0,Same,40,36,2,2,2,2,1
0,Same,40,38,2,2,4,4,0
0,Same,40,39,2,2,4,2,1
0,Diff,1,21,1,2,2,2,1
0,Diff,1,22,1,2,4,4,0
0,Diff,1,23,1,2,4,4,0
0,Diff,1,24,1,2,2,2,1
0,Diff,1,25,1,2,2,2,1
0,Diff,1,26,1,2,2,2,1
0,Diff,2,22,1,2,2,2,1
0,Diff,2,23,1,2,4,4,0
0,Diff,2,24,1,2,2,2,1
0,Diff,2,25,1,2,2,2,1
0,Diff,2,26,1,2,2,2,1
0,Diff,2,27,1,2,4,4,0
0,Diff,3,23,1,2,4,4,0
0,Diff,3,24,1,2,2,2,1
0,Diff,3,25,1,2,4,4,0
0,Diff,3,26,1,2,2,2,1
0,Diff,3,27,1,2,4,2,1
0,Diff,3,28,1,2,4,2,1
0,Diff,4,24,1,2,2,2,1
0,Diff,4,25,1,2,4,2,1
0,Diff,4,26,1,2,2,2,1
0,Diff,4,27,1,2,2,2,1
0,Diff,4,28,1,2,2,2,1
0,Diff,4,29,1,2,2,2,1
0,Diff,5,25,1,2,2,2,1
0,Diff,5,26,1,2,4,4,0
0,Diff,5,27,1,2,4,4,0
0,Diff,5,28,1,2,2,2,1
0,Diff,5,29,1,2,4,4,0
0,Diff,5,30,1,2,4,2,1
0,Diff,6,26,1,2,2,2,1
0,Diff,6,27,1,2,4,2,1
0,Diff,6,28,1,2,4,4,0
0,Diff,6,29,1,2,2,2,1
0,Diff,6,30,1,2,4,2,1
0,Diff,6,21,1,2,2,2,1
0,Diff,7,27,1,2,2,2,1
0,Diff,7,28,1,2,2,2,1
0,Diff,7,29,1,2,2,2,1
0,Diff,7,30,1,2,4,4,0
0,Diff,7,21,1,2,4,4,0
0,Diff,7,22,1,2,4,2,1
0,Diff,8,28,1,2,2,2,1
0,Diff,8,29,1,2,2,2,1
0,Diff,8,30,1,2,2,2,1
0,Diff,8,21,1,2,4,2,1
0,Diff,8,22,1,2,4,2,1
0,Diff,8,23,1,2,4,2,1
0,Diff,9,29,1,2,4,4,0
0,Diff,9,30,1,2,4,4,0
0,Diff,9,21,1,2,2,2,1
0,Diff,9,22,1,2,2,2,1
0,Diff,9,23,1,2,2,2,1
0,Diff,9,24,1,2,2,2,1
0,Diff,10,30,1,2,2,2,1
0,Diff,10,21,1,2,2,2,1
0,Diff,10,22,1,2,2,2,1
0,Diff,10,23,1,2,4,2,1
0,Diff,10,24,1,2,2,2,1
0,Diff,10,25,1,2,4,4,0
0,Diff,11,31,1,2,2,2,1
0,Diff,11,32,1,2,2,2,1
0,Diff,11,33,1,2,4,2,1
0,Diff,11,34,1,2,2,2,1
0,Diff,11,35,1,2,4,4,0
0,Diff,11,36,1,2,4,4,0
0,Diff,12,32,1,2,4,2,1
0,Diff,12,33,1,2,4,2,1
0,Diff,12,34,1,2,2,2,1
0,Diff,12,35,1,2,2,2,1
0,Diff,12,36,1,2,4,2,1
0,Diff,12,37,1,2,2,2,1
0,Diff,13,33,1,2,2,2,1
0,Diff,13,34,1,2,4,4,0
0,Diff,13,35,1,2,4,2,1
0,Diff,13,36,1,2,4,2,1
0,Diff,13,37,1,2,2,2,1
0,Diff,13,38,1,2,2,2,1
0,Diff,14,34,1,2,2,2,1
0,Diff,14,35,1,2,2,2,1
0,Diff,14,36,1,2,4,2,1
0,Diff,14,37,1,2,2,2,1
0,Diff,14,38,1,2,2,2,1
0,Diff,14,39,1,2,2,2,1
0,Diff,15,35,1,2,4,4,0
0,Diff,15,36,1,2,4,4,0
0,Diff,15,37,1,2,4,4,0
0,Diff,15,38,1,2,2,2,1
0,Diff,15,39,1,2,4,2,1
0,Diff,15,40,1,2,2,2,1
0,Diff,16,36,1,2,2,2,1
0,Diff,16,37,1,2,4,2,1
0,Diff,16,38,1,2,2,2,1
0,Diff,16,39,1,2,2,2,1
0,Diff,16,40,1,2,2,2,1
0,Diff,16,31,1,2,4,4,0
0,Diff,17,37,1,2,2,2,1
0,Diff,17,38,1,2,2,2,1
0,Diff,17,39,1,2,2,2,1
0,Diff,17,40,1,2,4,4,0
0,Diff,17,31,1,2,2,2,1
0,Diff,17,32,1,2,2,2,1
0,Diff,18,38,1,2,2,2,1
0,Diff,18,39,1,2,4,2,1
0,Diff,18,40,1,2,2,2,1
0,Diff,18,31,1,2,4,4,0
0,Diff,18,32,1,2,2,2,1
0,Diff,18,33,1,2,4,4,0
0,Diff,19,39,1,2,2,2,1
0,Diff,19,40,1,2,4,4,0
0,Diff,19,31,1,2,4,4,0
0,Diff,19,32,1,2,4,2,1
0,Diff,19,33,1,2,2,2,1
0,Diff,19,34,1,2,4,4,0
0,Diff,20,40,1,2,2,2,1
0,Diff,20,31,1,2,4,2,1
0,Diff,20,32,1,2,2,2,1
0,Diff,20,33,1,2,2,2,1
0,Diff,20,34,1,2,2,2,1
0,Diff,20,35,1,2,4,2,1
0,Diff,21,1,2,1,4,2,0
0,Diff,21,6,2,1,4,4,0
0,Diff,21,7,2,1,2,2,1
0,Diff,21,8,2,1,2,2,1
0,Diff,21,9,2,1,2,2,1
0,Diff,21,10,2,1,4,2,1
0,Diff,22,1,2,1,2,2,0
0,Diff,22,2,2,1,4,4,0
0,Diff,22,7,2,1,2,2,1
0,Diff,22,8,2,1,2,2,1
0,Diff,22,9,2,1,2,2,1
0,Diff,22,10,2,1,2,2,1
0,Diff,23,1,2,1,4,4,0
0,Diff,23,2,2,1,2,2,1
0,Diff,23,3,2,1,4,4,0
0,Diff,23,8,2,1,2,2,1
0,Diff,23,9,2,1,4,4,0
0,Diff,23,10,2,1,4,2,1
0,Diff,24,1,2,1,2,2,0
0,Diff,24,2,2,1,2,2,1
0,Diff,24,3,2,1,2,2,1
0,Diff,24,4,2,1,2,2,1
0,Diff,24,9,2,1,4,4,0
0,Diff,24,10,2,1,4,4,0
0,Diff,25,1,2,1,4,4,0
0,Diff,25,2,2,1,2,2,1
0,Diff,25,3,2,1,2,2,1
0,Diff,25,4,2,1,2,2,1
0,Diff,25,5,2,1,2,2,1
0,Diff,25,10,2,1,2,2,1
0,Diff,26,1,2,1,2,2,1
0,Diff,26,2,2,1,2,2,1
0,Diff,26,3,2,1,2,2,1
0,Diff,26,4,2,1,2,2,1
0,Diff,26,5,2,1,4,2,1
0,Diff,26,6,2,1,4,2,1
0,Diff,27,2,2,1,4,2,1
0,Diff,27,3,2,1,4,2,1
0,Diff,27,4,2,1,2,2,1
0,Diff,27,5,2,1,2,2,1
0,Diff,27,6,2,1,2,2,1
0,Diff,27,7,2,1,2,2,1
0,Diff,28,3,2,1,2,2,1
0,Diff,28,4,2,1,2,2,1
0,Diff,28,5,2,1,2,2,1
0,Diff,28,6,2,1,4,4,0
0,Diff,28,7,2,1,2,2,1
0,Diff,28,8,2,1,2,2,1
0,Diff,29,4,2,1,2,2,1
0,Diff,29,5,2,1,4,2,1
0,Diff,29,6,2,1,4,4,0
0,Diff,29,7,2,1,4,2,1
0,Diff,29,8,2,1,2,2,1
0,Diff,29,9,2,1,2,2,1
0,Diff,30,5,2,1,4,4,0
0,Diff,30,6,2,1,4,2,1
0,Diff,30,7,2,1,4,2,1
0,Diff,30,8,2,1,4,2,1
0,Diff,30,9,2,1,2,2,1
0,Diff,30,10,2,1,4,2,1
0,Diff,31,11,2,1,4,2,1
0,Diff,31,16,2,1,2,2,1
0,Diff,31,17,2,1,2,2,1
0,Diff,31,18,2,1,2,2,1
0,Diff,31,19,2,1,4,4,0
0,Diff,31,20,2,1,2,2,1
0,Diff,32,11,2,1,4,2,1
0,Diff,32,12,2,1,4,2,1
0,Diff,32,17,2,1,2,2,1
0,Diff,32,18,2,1,2,2,1
0,Diff,32,19,2,1,4,4,0
0,Diff,32,20,2,1,4,4,0
0,Diff,33,11,2,1,4,4,0
0,Diff,33,12,2,1,4,4,0
0,Diff,33,13,2,1,4,2,1
0,Diff,33,18,2,1,4,4,0
0,Diff,33,19,2,1,2,2,1
0,Diff,33,20,2,1,2,2,1
0,Diff,34,11,2,1,4,4,0
0,Diff,34,12,2,1,2,2,1
0,Diff,34,13,2,1,2,2,1
0,Diff,34,14,2,1,4,4,0
0,Diff,34,19,2,1,2,2,1
0,Diff,34,20,2,1,2,2,1
0,Diff,35,11,2,1,2,2,1
0,Diff,35,12,2,1,4,2,1
0,Diff,35,13,2,1,4,2,1
0,Diff,35,14,2,1,4,2,1
0,Diff,35,15,2,1,4,4,0
0,Diff,35,20,2,1,4,2,1
0,Diff,36,11,2,1,4,4,0
0,Diff,36,12,2,1,2,2,1
0,Diff,36,13,2,1,4,2,1
0,Diff,36,14,2,1,4,4,0
0,Diff,36,15,2,1,2,2,1
0,Diff,36,16,2,1,4,4,0
0,Diff,37,12,2,1,2,2,1
0,Diff,37,13,2,1,2,2,1
0,Diff,37,14,2,1,4,2,1
0,Diff,37,15,2,1,2,2,1
0,Diff,37,16,2,1,4,2,1
0,Diff,37,17,2,1,4,4,0
0,Diff,38,13,2,1,4,2,1
0,Diff,38,14,2,1,2,2,1
0,Diff,38,15,2,1,2,2,1
0,Diff,38,16,2,1,2,2,1
0,Diff,38,17,2,1,2,2,1
0,Diff,38,18,2,1,2,2,1
0,Diff,39,14,2,1,2,2,1
0,Diff,39,15,2,1,2,2,1
0,Diff,39,16,2,1,2,2,1
0,Diff,39,17,2,1,4,4,0
0,Diff,39,18,2,1,2,2,1
0,Diff,39,19,2,1,2,2,1
0,Diff,40,15,2,1,2,2,1
0,Diff,40,16,2,1,2,2,1
0,Diff,40,17,2,1,4,4,0
0,Diff,40,18,2,1,2,2,1
0,Diff,40,19,2,1,4,4,0
0,Diff,40,20,2,1,2,2,1
1,Unk,1,15,1,1,4,4,0
1,Unk,1,14,1,1,2,2,1
1,Unk,1,13,1,1,2,2,1
1,Unk,1,37,1,2,2,2,1
1,Unk,1,38,1,2,4,4,0
1,Unk,1,39,1,2,2,2,1
1,Unk,2,16,1,1,2,2,1
1,Unk,2,15,1,1,2,2,1
1,Unk,2,14,1,1,2,2,1
1,Unk,2,38,1,2,4,4,0
1,Unk,2,39,1,2,2,2,1
1,Unk,2,40,1,2,4,4,0
1,Unk,3,17,1,1,4,4,0
1,Unk,3,16,1,1,4,2,1
1,Unk,3,15,1,1,4,2,1
1,Unk,3,39,1,2,2,2,1
1,Unk,3,40,1,2,2,2,1
1,Unk,3,31,1,2,4,2,1
1,Unk,4,18,1,1,2,2,1
1,Unk,4,17,1,1,2,2,1
1,Unk,4,16,1,1,2,2,1
1,Unk,4,40,1,2,2,2,1
1,Unk,4,31,1,2,2,2,1
1,Unk,4,32,1,2,4,4,0
1,Unk,5,19,1,1,4,4,0
1,Unk,5,18,1,1,2,2,1
1,Unk,5,17,1,1,2,2,1
1,Unk,5,31,1,2,2,2,1
1,Unk,5,32,1,2,2,2,1
1,Unk,5,33,1,2,2,2,1
1,Unk,6,20,1,1,4,2,1
1,Unk,6,19,1,1,4,2,1
1,Unk,6,18,1,1,4,4,0
1,Unk,6,32,1,2,2,2,1
1,Unk,6,33,1,2,2,2,1
1,Unk,6,34,1,2,2,2,1
1,Unk,7,11,1,1,2,2,1
1,Unk,7,20,1,1,4,2,1
1,Unk,7,19,1,1,4,4,0
1,Unk,7,33,1,2,2,2,1
1,Unk,7,34,1,2,2,2,1
1,Unk,7,35,1,2,2,2,1
1,Unk,8,12,1,1,2,2,1
1,Unk,8,11,1,1,2,2,1
1,Unk,8,20,1,1,2,2,1
1,Unk,8,34,1,2,4,2,1
1,Unk,8,35,1,2,2,2,1
1,Unk,8,36,1,2,4,4,0
1,Unk,9,13,1,1,2,2,1
1,Unk,9,12,1,1,4,2,1
1,Unk,9,11,1,1,4,4,0
1,Unk,9,35,1,2,2,2,1
1,Unk,9,36,1,2,2,2,1
1,Unk,9,37,1,2,2,2,1
1,Unk,10,14,1,1,2,2,1
1,Unk,10,13,1,1,2,2,1
1,Unk,10,12,1,1,2,2,1
1,Unk,10,36,1,2,4,2,1
1,Unk,10,37,1,2,2,2,1
1,Unk,10,38,1,2,2,2,1
1,Unk,11,7,1,1,4,2,1
1,Unk,11,8,1,1,4,4,0
1,Unk,11,9,1,1,4,4,0
1,Unk,11,27,1,2,4,4,0
1,Unk,11,28,1,2,4,4,0
1,Unk,11,29,1,2,4,2,1
1,Unk,12,8,1,1,2,2,1
1,Unk,12,9,1,1,2,2,1
1,Unk,12,10,1,1,4,2,1
1,Unk,12,28,1,2,2,2,1
1,Unk,12,29,1,2,4,4,0
1,Unk,12,30,1,2,4,2,1
1,Unk,13,9,1,1,4,2,1
1,Unk,13,10,1,1,2,2,1
1,Unk,13,1,1,1,2,2,0
1,Unk,13,29,1,2,2,2,1
1,Unk,13,30,1,2,4,2,1
1,Unk,13,21,1,2,2,2,1
1,Unk,14,10,1,1,4,2,1
1,Unk,14,1,1,1,4,2,0
1,Unk,14,2,1,1,4,4,0
1,Unk,14,30,1,2,4,4,0
1,Unk,14,21,1,2,2,2,1
1,Unk,14,22,1,2,4,4,0
1,Unk,15,1,1,1,2,2,0
1,Unk,15,2,1,1,2,2,1
1,Unk,15,3,1,1,4,4,0
1,Unk,15,21,1,2,4,4,0
1,Unk,15,22,1,2,4,2,1
1,Unk,15,23,1,2,4,2,1
1,Unk,16,2,1,1,4,4,0
1,Unk,16,3,1,1,2,2,1
1,Unk,16,4,1,1,2,2,1
1,Unk,16,22,1,2,2,2,1
1,Unk,16,23,1,2,2,2,1
1,Unk,16,24,1,2,2,2,1
1,Unk,17,3,1,1,2,2,1
1,Unk,17,4,1,1,2,2,1
1,Unk,17,5,1,1,2,2,1
1,Unk,17,23,1,2,2,2,1
1,Unk,17,24,1,2,2,2,1
1,Unk,17,25,1,2,2,2,1
1,Unk,18,4,1,1,4,2,1
1,Unk,18,5,1,1,2,2,1
1,Unk,18,6,1,1,4,2,1
1,Unk,18,24,1,2,2,2,1
1,Unk,18,25,1,2,2,2,1
1,Unk,18,26,1,2,4,2,1
1,Unk,19,5,1,1,4,2,1
1,Unk,19,6,1,1,2,2,1
1,Unk,19,7,1,1,2,2,1
1,Unk,19,25,1,2,2,2,1
1,Unk,19,26,1,2,2,2,1
1,Unk,19,27,1,2,2,2,1
1,Unk,20,6,1,1,4,4,0
1,Unk,20,7,1,1,2,2,1
1,Unk,20,8,1,1,4,4,0
1,Unk,20,26,1,2,4,2,1
1,Unk,20,27,1,2,4,2,1
1,Unk,20,28,1,2,4,4,0
1,Unk,21,15,2,1,4,2,1
1,Unk,21,14,2,1,4,2,1
1,Unk,21,13,2,1,4,4,0
1,Unk,21,35,2,2,2,2,1
1,Unk,21,34,2,2,2,2,1
1,Unk,21,33,2,2,4,2,1
1,Unk,22,16,2,1,4,2,1
1,Unk,22,15,2,1,2,2,1
1,Unk,22,14,2,1,2,2,1
1,Unk,22,36,2,2,2,2,1
1,Unk,22,35,2,2,2,2,1
1,Unk,22,34,2,2,2,2,1
1,Unk,23,17,2,1,2,2,1
1,Unk,23,16,2,1,2,2,1
1,Unk,23,15,2,1,2,2,1
1,Unk,23,37,2,2,2,2,1
1,Unk,23,36,2,2,4,2,1
1,Unk,23,35,2,2,2,2,1
1,Unk,24,18,2,1,4,2,1
1,Unk,24,17,2,1,2,2,1
1,Unk,24,16,2,1,4,2,1
1,Unk,24,38,2,2,2,2,1
1,Unk,24,37,2,2,2,2,1
1,Unk,24,36,2,2,4,4,0
1,Unk,25,19,2,1,4,4,0
1,Unk,25,18,2,1,4,2,1
1,Unk,25,17,2,1,4,2,1
1,Unk,25,39,2,2,4,2,1
1,Unk,25,38,2,2,4,4,0
1,Unk,25,37,2,2,4,4,0
1,Unk,26,20,2,1,4,2,1
1,Unk,26,19,2,1,4,4,0
1,Unk,26,18,2,1,4,4,0
1,Unk,26,40,2,2,4,4,0
1,Unk,26,39,2,2,2,2,1
1,Unk,26,38,2,2,4,4,0
1,Unk,27,11,2,1,2,2,1
1,Unk,27,20,2,1,2,2,1
